waktu,kota,weather_code,suhu,suhu_terasa,kelembapan,kecepatan_angin,curah_hujan,cloudiness
2026-07-14T11:00,Node_Warkop_Kusuma,1,30.0,33.3,53,7.1,0.0,31
2026-07-14T12:00,Node_Warkop_Kusuma,1,31.5,35.0,48,7.5,0.0,40
2026-07-14T13:00,Node_Warkop_Kusuma,1,32.1,35.6,46,7.6,0.0,48
2026-07-14T14:00,Node_Warkop_Kusuma,2,31.8,34.9,47,7.9,0.0,55
2026-07-14T15:00,Node_Warkop_Kusuma,2,30.8,33.1,50,8.7,0.0,63
2026-07-14T16:00,Node_Warkop_Kusuma,2,29.3,31.4,55,9.8,0.0,71
2026-07-14T17:00,Node_Warkop_Kusuma,2,27.7,29.7,62,11.1,0.0,77
2026-07-14T18:00,Node_Warkop_Kusuma,3,26.1,28.1,68,12.2,0.0,82
2026-07-14T19:00,Node_Warkop_Kusuma,3,25.0,26.9,74,12.9,0.0,84
2026-07-14T20:00,Node_Warkop_Kusuma,3,24.2,26.1,77,12.7,0.0,83
2026-07-14T21:00,Node_Warkop_Kusuma,3,23.5,25.4,80,12.0,0.0,80
2026-07-14T22:00,Node_Warkop_Kusuma,2,22.9,24.9,81,11.0,0.0,75
2026-07-14T23:00,Node_Warkop_Kusuma,2,22.4,24.5,83,9.8,0.0,69
2026-07-15T00:00,Node_Warkop_Kusuma,2,22.0,24.2,84,8.8,0.0,62
2026-07-15T01:00,Node_Warkop_Kusuma,2,21.7,24.0,85,8.0,0.0,55
2026-07-15T02:00,Node_Warkop_Kusuma,1,21.4,23.7,86,7.7,0.0,47
2026-07-15T03:00,Node_Warkop_Kusuma,1,21.1,23.3,89,7.8,0.0,39
2026-07-15T04:00,Node_Warkop_Kusuma,1,20.9,23.1,90,8.0,0.0,29
2026-07-15T05:00,Node_Warkop_Kusuma,1,20.8,23.1,90,8.1,0.0,20
2026-07-15T06:00,Node_Warkop_Kusuma,0,21.1,23.3,89,7.9,0.0,12
2026-07-15T07:00,Node_Warkop_Kusuma,0,21.7,24.0,85,7.3,0.0,6
2026-07-15T08:00,Node_Warkop_Kusuma,0,23.0,25.4,78,5.7,0.0,2
2026-07-15T09:00,Node_Warkop_Kusuma,0,24.9,27.6,68,3.3,0.0,1
2026-07-15T10:00,Node_Warkop_Kusuma,0,27.2,30.0,58,1.3,0.0,0
2026-07-15T11:00,Node_Warkop_Kusuma,0,29.3,32.6,50,2.7,0.0,0
2026-07-15T12:00,Node_Warkop_Kusuma,0,31.0,34.6,45,4.3,0.0,0
2026-07-15T13:00,Node_Warkop_Kusuma,0,31.9,35.4,43,4.9,0.0,0
2026-07-15T14:00,Node_Warkop_Kusuma,0,31.7,35.2,44,3.6,0.0,0
2026-07-15T15:00,Node_Warkop_Kusuma,0,30.8,34.0,48,1.1,0.0,0
2026-07-15T16:00,Node_Warkop_Kusuma,0,29.4,32.3,54,2.6,0.0,1
2026-07-15T17:00,Node_Warkop_Kusuma,0,27.8,30.5,61,6.2,0.0,1
2026-07-15T18:00,Node_Warkop_Kusuma,0,26.3,28.8,69,9.0,0.0,2
2026-07-15T19:00,Node_Warkop_Kusuma,0,25.2,27.7,75,10.7,0.0,2
2026-07-15T20:00,Node_Warkop_Kusuma,0,24.4,26.9,79,10.8,0.0,2
2026-07-15T21:00,Node_Warkop_Kusuma,0,23.7,26.3,82,10.1,0.0,2
2026-07-15T22:00,Node_Warkop_Kusuma,0,23.1,25.8,84,8.9,0.0,1
2026-07-15T23:00,Node_Warkop_Kusuma,0,22.6,25.4,86,7.6,0.0,1
2026-07-16T00:00,Node_Warkop_Kusuma,0,22.2,25.1,87,6.4,0.0,0
2026-07-16T01:00,Node_Warkop_Kusuma,0,21.9,24.9,88,5.7,0.0,0
2026-07-16T02:00,Node_Warkop_Kusuma,0,21.6,24.6,90,5.1,0.0,0
2026-07-16T03:00,Node_Warkop_Kusuma,0,21.3,24.4,91,4.7,0.0,0
2026-07-16T04:00,Node_Warkop_Kusuma,0,21.1,24.2,92,4.4,0.0,0
2026-07-16T05:00,Node_Warkop_Kusuma,0,21.1,24.1,92,4.3,0.0,1
2026-07-16T06:00,Node_Warkop_Kusuma,0,21.3,24.3,90,4.5,0.0,1
2026-07-16T07:00,Node_Warkop_Kusuma,0,22.0,24.9,86,4.3,0.0,1
2026-07-16T08:00,Node_Warkop_Kusuma,0,23.3,26.2,78,3.7,0.0,1
2026-07-16T09:00,Node_Warkop_Kusuma,0,25.2,28.1,68,3.0,0.0,0
2026-07-16T10:00,Node_Warkop_Kusuma,0,27.4,30.3,59,2.4,0.0,0
2026-07-16T11:00,Node_Warkop_Kusuma,0,29.6,33.2,51,2.5,0.0,0
2026-07-16T12:00,Node_Warkop_Kusuma,0,31.2,35.3,46,2.8,0.0,0
2026-07-16T13:00,Node_Warkop_Kusuma,0,32.1,36.2,43,2.6,0.0,0
2026-07-16T14:00,Node_Warkop_Kusuma,0,31.9,35.8,44,2.1,0.0,1
2026-07-16T15:00,Node_Warkop_Kusuma,0,31.0,34.1,48,3.1,0.0,3
2026-07-16T16:00,Node_Warkop_Kusuma,0,29.7,32.2,53,5.6,0.0,6
2026-07-16T17:00,Node_Warkop_Kusuma,0,28.2,30.6,60,8.4,0.0,8
2026-07-16T18:00,Node_Warkop_Kusuma,0,26.7,29.0,67,10.8,0.0,9
2026-07-16T19:00,Node_Warkop_Kusuma,0,25.6,27.8,73,12.1,0.0,10
2026-07-16T20:00,Node_Warkop_Kusuma,0,24.8,27.1,77,12.2,0.0,9
2026-07-16T21:00,Node_Warkop_Kusuma,0,24.2,26.5,80,11.5,0.0,8
2026-07-16T22:00,Node_Warkop_Kusuma,0,23.5,26.0,83,10.6,0.0,6
2026-07-16T23:00,Node_Warkop_Kusuma,0,23.0,25.6,85,9.7,0.0,4
